"","Date","Cases","Deaths","case_fatality","attack_rate","COD"
"1696",2017-07-31,4203,16,0.4,6.5,"Al Jawf"
"1697",2017-07-31,2485,4,0.2,6.9,"Marib"
"1698",2017-07-31,1176,5,0.4,1.3,"Sa'ada"
"1699",2017-07-31,731,1,0.1,4.5,"Al Maharah"
"1700",2017-07-31,430,1,0.2,0.7,"Shabwah"
"1701",2017-07-30,53306,227,0.4,15.9,"Al Hudaydah"
"1702",2017-07-30,52415,60,0.1,15.8,"Amanat Al Asimah"
"1703",2017-07-30,45073,359,0.8,20.3,"Hajjah"
"1704",2017-07-30,43866,150,0.3,28.7,"Amran"
"1705",2017-07-30,33040,131,0.4,15.6,"Dhamar"
"1706",2017-07-30,32035,241,0.8,10.5,"Ibb"
"1707",2017-07-30,29716,170,0.6,9.8,"Taizz"
"1708",2017-07-30,27535,115,0.4,22,"Sana'a"
"1709",2017-07-30,25495,125,0.5,33.5,"Al Mahwit"
"1710",2017-07-30,24485,76,0.3,32.5,"Al Dhale'e"
"1711",2017-07-30,14195,32,0.2,23.2,"Abyan"
"1712",2017-07-30,12932,52,0.4,13.5,"Aden"
"1713",2017-07-30,12871,26,0.2,16.7,"Al Bayda"
"1714",2017-07-30,7728,95,1.2,12.2,"Raymah"
"1715",2017-07-30,6913,17,0.2,6.6,"Lahj"
"1716",2017-07-30,4120,16,0.4,6.4,"Al Jawf"
"1717",2017-07-30,2420,4,0.2,6.7,"Marib"
"1718",2017-07-30,1142,5,0.4,1.3,"Sa'ada"
"1719",2017-07-30,713,1,0.1,4.4,"Al Maharah"
"1720",2017-07-30,394,1,0.3,0.6,"Shabwah"
"1721",2017-07-29,52749,223,0.4,15.8,"Al Hudaydah"
"1722",2017-07-29,51900,60,0.1,15.7,"Amanat Al Asimah"
"1723",2017-07-29,44563,359,0.8,20.1,"Hajjah"
"1724",2017-07-29,43362,150,0.3,28.3,"Amran"
"1725",2017-07-29,32452,130,0.4,15.3,"Dhamar"
"1726",2017-07-29,31603,240,0.8,10.3,"Ibb"
"1727",2017-07-29,29428,169,0.6,9.7,"Taizz"
"1728",2017-07-29,27391,115,0.4,21.9,"Sana'a"
"1729",2017-07-29,25493,125,0.5,33.5,"Al Mahwit"
"1730",2017-07-29,23746,76,0.3,31.5,"Al Dhale'e"
"1731",2017-07-29,13904,32,0.2,22.7,"Abyan"
"1732",2017-07-29,12818,52,0.4,13.4,"Aden"
"1733",2017-07-29,12602,26,0.2,16.4,"Al Bayda"
"1734",2017-07-29,7651,94,1.2,12.1,"Raymah"
"1735",2017-07-29,6905,17,0.2,6.6,"Lahj"
"1736",2017-07-29,4042,16,0.4,6.2,"Al Jawf"
"1737",2017-07-29,2360,4,0.2,6.6,"Marib"
"1738",2017-07-29,1120,5,0.4,1.3,"Sa'ada"
"1739",2017-07-29,703,1,0.1,4.3,"Al Maharah"
"1740",2017-07-29,393,1,0.3,0.6,"Shabwah"
"1741",2017-07-28,52272,222,0.4,15.6,"Al Hudaydah"
"1742",2017-07-28,51571,60,0.1,15.6,"Amanat Al Asimah"
"1743",2017-07-28,43970,358,0.8,19.8,"Hajjah"
"1744",2017-07-28,42870,150,0.3,28,"Amran"
"1745",2017-07-28,31817,130,0.4,15,"Dhamar"
"1746",2017-07-28,31252,240,0.8,10.2,"Ibb"
"1747",2017-07-28,29179,169,0.6,9.6,"Taizz"
"1748",2017-07-28,27232,115,0.4,21.8,"Sana'a"
"1749",2017-07-28,24861,124,0.5,32.7,"Al Mahwit"
"1750",2017-07-28,23746,76,0.3,31.5,"Al Dhale'e"
"1751",2017-07-28,13899,32,0.2,22.7,"Abyan"
"1752",2017-07-28,12603,52,0.4,13.2,"Aden"
"1753",2017-07-28,12599,26,0.2,16.4,"Al Bayda"
"1754",2017-07-28,7574,94,1.2,12,"Raymah"
"1755",2017-07-28,5914,17,0.3,5.6,"Lahj"
"1756",2017-07-28,3959,16,0.4,6.1,"Al Jawf"
"1757",2017-07-28,2328,4,0.2,6.5,"Marib"
"1758",2017-07-28,1072,5,0.5,1.2,"Sa'ada"
"1759",2017-07-28,687,1,0.1,4.2,"Al Maharah"
"1760",2017-07-28,392,1,0.3,0.6,"Shabwah"
"1761",2017-07-27,51776,222,0.4,15.5,"Al Hudaydah"
"1762",2017-07-27,51083,60,0.1,15.4,"Amanat Al Asimah"
"1763",2017-07-27,43210,358,0.8,19.5,"Hajjah"
"1764",2017-07-27,42250,150,0.4,27.6,"Amran"
"1765",2017-07-27,31260,129,0.4,14.7,"Dhamar"
"1766",2017-07-27,30967,240,0.8,10.1,"Ibb"
"1767",2017-07-27,28897,169,0.6,9.5,"Taizz"
"1768",2017-07-27,27117,115,0.4,21.7,"Sana'a"
"1769",2017-07-27,24262,124,0.5,31.9,"Al Mahwit"
"1770",2017-07-27,23347,76,0.3,31,"Al Dhale'e"
"1771",2017-07-27,13652,32,0.2,22.3,"Abyan"
"1772",2017-07-27,12603,52,0.4,13.2,"Aden"
"1773",2017-07-27,12435,26,0.2,16.1,"Al Bayda"
"1774",2017-07-27,7515,92,1.2,11.9,"Raymah"
"1775",2017-07-27,5914,17,0.3,5.6,"Lahj"
"1776",2017-07-27,3859,16,0.4,5.9,"Al Jawf"
"1777",2017-07-27,2291,4,0.2,6.4,"Marib"
"1778",2017-07-27,1039,5,0.5,1.2,"Sa'ada"
"1779",2017-07-27,674,1,0.1,4.2,"Al Maharah"
"1780",2017-07-27,390,1,0.3,0.6,"Shabwah"
"1781",2017-07-26,50977,222,0.4,15.2,"Al Hudaydah"
"1782",2017-07-26,50835,60,0.1,15.4,"Amanat Al Asimah"
"1783",2017-07-26,42840,358,0.8,19.3,"Hajjah"
"1784",2017-07-26,41587,150,0.4,27.2,"Amran"
"1785",2017-07-26,30635,129,0.4,14.4,"Dhamar"
"1786",2017-07-26,30394,240,0.8,9.9,"Ibb"
"1787",2017-07-26,28383,168,0.6,9.4,"Taizz"
"1788",2017-07-26,26965,115,0.4,21.6,"Sana'a"
"1789",2017-07-26,23804,123,0.5,31.3,"Al Mahwit"
"1790",2017-07-26,22867,76,0.3,30.4,"Al Dhale'e"
"1791",2017-07-26,13007,32,0.2,21.3,"Abyan"
"1792",2017-07-26,12501,52,0.4,13.1,"Aden"
"1793",2017-07-26,12320,26,0.2,16,"Al Bayda"
"1794",2017-07-26,7415,91,1.2,11.7,"Raymah"
"1795",2017-07-26,5911,17,0.3,5.6,"Lahj"
"1796",2017-07-26,3778,15,0.4,5.8,"Al Jawf"
"1797",2017-07-26,2289,4,0.2,6.4,"Marib"
"1798",2017-07-26,1016,5,0.5,1.1,"Sa'ada"
"1799",2017-07-26,662,1,0.2,4.1,"Al Maharah"
"1800",2017-07-26,390,1,0.3,0.6,"Shabwah"
"1801",2017-07-25,50331,60,0.1,15.2,"Amanat Al Asimah"
"1802",2017-07-25,50160,222,0.4,15,"Al Hudaydah"
"1803",2017-07-25,42363,358,0.8,19.1,"Hajjah"
"1804",2017-07-25,41038,150,0.4,26.8,"Amran"
"1805",2017-07-25,30389,240,0.8,9.9,"Ibb"
"1806",2017-07-25,30039,128,0.4,14.2,"Dhamar"
"1807",2017-07-25,28261,168,0.6,9.3,"Taizz"
"1808",2017-07-25,26798,115,0.4,21.4,"Sana'a"
"1809",2017-07-25,23417,122,0.5,30.8,"Al Mahwit"
"1810",2017-07-25,22539,76,0.3,29.9,"Al Dhale'e"
"1811",2017-07-25,12746,32,0.3,20.9,"Abyan"
"1812",2017-07-25,12343,52,0.4,12.9,"Aden"
"1813",2017-07-25,12165,26,0.2,15.8,"Al Bayda"
"1814",2017-07-25,7340,91,1.2,11.6,"Raymah"
"1815",2017-07-25,4591,16,0.3,4.4,"Lahj"
"1816",2017-07-25,3703,13,0.4,5.7,"Al Jawf"
"1817",2017-07-25,2237,4,0.2,6.2,"Marib"
"1818",2017-07-25,983,5,0.5,1.1,"Sa'ada"
"1819",2017-07-25,645,1,0.2,4,"Al Maharah"
"1820",2017-07-25,389,1,0.3,0.6,"Shabwah"
"1821",2017-07-24,49850,60,0.1,15.1,"Amanat Al Asimah"
"1822",2017-07-24,49266,222,0.5,14.7,"Al Hudaydah"
"1823",2017-07-24,41391,357,0.9,18.6,"Hajjah"
"1824",2017-07-24,40488,150,0.4,26.5,"Amran"
"1825",2017-07-24,29723,236,0.8,9.7,"Ibb"
"1826",2017-07-24,29426,126,0.4,13.9,"Dhamar"
"1827",2017-07-24,27937,166,0.6,9.2,"Taizz"
"1828",2017-07-24,26656,115,0.4,21.3,"Sana'a"
"1829",2017-07-24,22922,121,0.5,30.1,"Al Mahwit"
"1830",2017-07-24,22240,75,0.3,29.5,"Al Dhale'e"
"1831",2017-07-24,12450,32,0.3,20.4,"Abyan"
"1832",2017-07-24,12154,52,0.4,12.7,"Aden"
"1833",2017-07-24,11953,26,0.2,15.5,"Al Bayda"
"1834",2017-07-24,7269,91,1.3,11.5,"Raymah"
"1835",2017-07-24,4591,16,0.3,4.4,"Lahj"
"1836",2017-07-24,3635,13,0.4,5.6,"Al Jawf"
"1837",2017-07-24,2182,4,0.2,6.1,"Marib"
"1838",2017-07-24,938,5,0.5,1.1,"Sa'ada"
"1839",2017-07-24,620,1,0.2,3.8,"Al Maharah"
"1840",2017-07-24,388,1,0.3,0.6,"Shabwah"
"1841",2017-07-23,49311,60,0.1,14.9,"Amanat Al Asimah"
"1842",2017-07-23,48436,221,0.5,14.5,"Al Hudaydah"
"1843",2017-07-23,41385,357,0.9,18.6,"Hajjah"
"1844",2017-07-23,39803,150,0.4,26,"Amran"
"1845",2017-07-23,29529,235,0.8,9.6,"Ibb"
"1846",2017-07-23,28829,126,0.4,13.6,"Dhamar"
"1847",2017-07-23,27638,164,0.6,9.1,"Taizz"
"1848",2017-07-23,26498,114,0.4,21.2,"Sana'a"
"1849",2017-07-23,22621,121,0.5,29.7,"Al Mahwit"
"1850",2017-07-23,21935,75,0.3,29.1,"Al Dhale'e"
"1851",2017-07-23,11987,52,0.4,12.5,"Aden"
"1852",2017-07-23,11823,32,0.3,19.3,"Abyan"
"1853",2017-07-23,11774,26,0.2,15.3,"Al Bayda"
"1854",2017-07-23,7163,91,1.3,11.3,"Raymah"
"1855",2017-07-23,4583,16,0.3,4.4,"Lahj"
"1856",2017-07-23,3532,13,0.4,5.4,"Al Jawf"
"1857",2017-07-23,2065,4,0.2,5.7,"Marib"
"1858",2017-07-23,938,5,0.5,1.1,"Sa'ada"
"1859",2017-07-23,620,1,0.2,3.8,"Al Maharah"
"1860",2017-07-23,388,1,0.3,0.6,"Shabwah"
"1861",2017-07-22,48916,60,0.1,14.8,"Amanat Al Asimah"
"1862",2017-07-22,47680,219,0.5,14.3,"Al Hudaydah"
"1863",2017-07-22,40800,356,0.9,18.4,"Hajjah"
"1864",2017-07-22,39277,150,0.4,25.7,"Amran"
"1865",2017-07-22,29260,234,0.8,9.5,"Ibb"
"1866",2017-07-22,28129,126,0.4,13.3,"Dhamar"
"1867",2017-07-22,27245,164,0.6,9,"Taizz"
"1868",2017-07-22,26138,114,0.4,20.9,"Sana'a"
"1869",2017-07-22,21628,75,0.3,28.7,"Al Dhale'e"
"1870",2017-07-22,21537,119,0.6,28.3,"Al Mahwit"
"1871",2017-07-22,11822,32,0.3,19.3,"Abyan"
"1872",2017-07-22,11812,52,0.4,12.3,"Aden"
"1873",2017-07-22,11580,26,0.2,15,"Al Bayda"
"1874",2017-07-22,7067,91,1.3,11.2,"Raymah"
"1875",2017-07-22,4579,16,0.3,4.4,"Lahj"
"1876",2017-07-22,3427,13,0.4,5.3,"Al Jawf"
"1877",2017-07-22,1939,4,0.2,5.4,"Marib"
"1878",2017-07-22,917,5,0.5,1,"Sa'ada"
"1879",2017-07-22,606,1,0.2,3.7,"Al Maharah"
"1880",2017-07-22,353,1,0.3,0.5,"Shabwah"
"1881",2017-07-21,48430,60,0.1,14.6,"Amanat Al Asimah"
"1882",2017-07-21,47044,215,0.5,14.1,"Al Hudaydah"
"1883",2017-07-21,39787,355,0.9,17.9,"Hajjah"
"1884",2017-07-21,38802,150,0.4,25.4,"Amran"
"1885",2017-07-21,28473,234,0.8,9.3,"Ibb"
"1886",2017-07-21,27465,126,0.5,12.9,"Dhamar"
"1887",2017-07-21,26516,162,0.6,8.7,"Taizz"
"1888",2017-07-21,26123,114,0.4,20.9,"Sana'a"
"1889",2017-07-21,21342,75,0.4,28.3,"Al Dhale'e"
"1890",2017-07-21,20697,119,0.6,27.2,"Al Mahwit"
"1891",2017-07-21,11614,52,0.4,12.1,"Aden"
"1892",2017-07-21,11573,31,0.3,18.9,"Abyan"
"1893",2017-07-21,11382,26,0.2,14.8,"Al Bayda"
"1894",2017-07-21,6966,91,1.3,11,"Raymah"
"1895",2017-07-21,4575,16,0.3,4.3,"Lahj"
"1896",2017-07-21,3330,13,0.4,5.1,"Al Jawf"
"1897",2017-07-21,1939,4,0.2,5.4,"Marib"
"1898",2017-07-21,890,2,0.2,1,"Sa'ada"
"1899",2017-07-21,586,1,0.2,3.6,"Al Maharah"
"1900",2017-07-21,353,1,0.3,0.5,"Shabwah"
"1901",2017-07-20,48100,60,0.1,14.5,"Amanat Al Asimah"
"1902",2017-07-20,46296,214,0.5,13.8,"Al Hudaydah"
"1903",2017-07-20,38947,353,0.9,17.5,"Hajjah"
"1904",2017-07-20,38342,150,0.4,25.1,"Amran"
"1905",2017-07-20,28470,234,0.8,9.3,"Ibb"
"1906",2017-07-20,26923,126,0.5,12.7,"Dhamar"
"1907",2017-07-20,26220,162,0.6,8.6,"Taizz"
"1908",2017-07-20,26010,113,0.4,20.8,"Sana'a"
"1909",2017-07-20,20941,75,0.4,27.8,"Al Dhale'e"
"1910",2017-07-20,20320,117,0.6,26.7,"Al Mahwit"
"1911",2017-07-20,11431,48,0.4,11.9,"Aden"
"1912",2017-07-20,11281,31,0.3,18.5,"Abyan"
"1913",2017-07-20,11261,26,0.2,14.6,"Al Bayda"
"1914",2017-07-20,6879,91,1.3,10.9,"Raymah"
"1915",2017-07-20,4570,16,0.4,4.3,"Lahj"
"1916",2017-07-20,3235,13,0.4,5,"Al Jawf"
"1917",2017-07-20,1916,4,0.2,5.3,"Marib"
"1918",2017-07-20,862,2,0.2,1,"Sa'ada"
"1919",2017-07-20,573,1,0.2,3.5,"Al Maharah"
"1920",2017-07-20,331,1,0.3,0.5,"Shabwah"
"1921",2017-07-19,47647,60,0.1,14.4,"Amanat Al Asimah"
"1922",2017-07-19,45580,212,0.5,13.6,"Al Hudaydah"
"1923",2017-07-19,38936,353,0.9,17.5,"Hajjah"
"1924",2017-07-19,37814,150,0.4,24.7,"Amran"
"1925",2017-07-19,28250,233,0.8,9.2,"Ibb"
"1926",2017-07-19,26343,124,0.5,12.4,"Dhamar"
"1927",2017-07-19,25927,161,0.6,8.5,"Taizz"
"1928",2017-07-19,25779,113,0.4,20.6,"Sana'a"
"1929",2017-07-19,20504,74,0.4,27.2,"Al Dhale'e"
"1930",2017-07-19,20320,117,0.6,26.7,"Al Mahwit"
"1931",2017-07-19,11063,26,0.2,14.4,"Al Bayda"
"1932",2017-07-19,10997,48,0.4,11.5,"Aden"
"1933",2017-07-19,10965,31,0.3,17.9,"Abyan"
"1934",2017-07-19,6753,90,1.3,10.7,"Raymah"
"1935",2017-07-19,4553,16,0.4,4.3,"Lahj"
"1936",2017-07-19,3150,13,0.4,4.9,"Al Jawf"
"1937",2017-07-19,1916,4,0.2,5.3,"Marib"
"1938",2017-07-19,822,1,0.1,0.9,"Sa'ada"
"1939",2017-07-19,550,1,0.2,3.4,"Al Maharah"
"1940",2017-07-19,331,1,0.3,0.5,"Shabwah"
"1941",2017-07-18,46985,59,0.1,14.2,"Amanat Al Asimah"
"1942",2017-07-18,44707,210,0.5,13.4,"Al Hudaydah"
"1943",2017-07-18,38001,346,0.9,17.1,"Hajjah"
"1944",2017-07-18,37260,150,0.4,24.4,"Amran"
"1945",2017-07-18,27882,233,0.8,9.1,"Ibb"
"1946",2017-07-18,25632,113,0.4,20.5,"Sana'a"
"1947",2017-07-18,25664,160,0.6,8.5,"Taizz"
"1948",2017-07-18,25683,124,0.5,12.1,"Dhamar"
"1949",2017-07-18,20054,74,0.4,26.6,"Al Dhale'e"
"1950",2017-07-18,19997,117,0.6,26.3,"Al Mahwit"
"1951",2017-07-18,10997,48,0.4,11.5,"Aden"
"1952",2017-07-18,10931,26,0.2,14.2,"Al Bayda"
"1953",2017-07-18,10965,31,0.3,17.9,"Abyan"
"1954",2017-07-18,6654,90,1.4,10.5,"Raymah"
"1955",2017-07-18,4553,16,0.4,4.3,"Lahj"
"1956",2017-07-18,3040,13,0.4,4.7,"Al Jawf"
"1957",2017-07-18,1916,4,0.2,5.3,"Marib"
"1958",2017-07-18,784,1,0.1,0.9,"Sa'ada"
"1959",2017-07-18,529,1,0.2,3.3,"Al Maharah"
"1960",2017-07-18,305,1,0.3,0.5,"Shabwah"
"1961",2017-07-17,46477,59,0.1,14,"Amanat Al Asimah"
"1962",2017-07-17,43827,210,0.5,13.1,"Al Hudaydah"
"1963",2017-07-17,37990,346,0.9,17.1,"Hajjah"
"1964",2017-07-17,36740,149,0.4,24,"Amran"
"1965",2017-07-17,27454,231,0.8,9,"Ibb"
"1966",2017-07-17,25482,113,0.4,20.4,"Sana'a"
"1967",2017-07-17,25142,159,0.6,8.3,"Taizz"
"1968",2017-07-17,24935,119,0.5,11.8,"Dhamar"
"1969",2017-07-17,19659,74,0.4,26.1,"Al Dhale'e"
"1970",2017-07-17,19650,117,0.6,25.8,"Al Mahwit"
"1971",2017-07-17,10809,48,0.4,11.3,"Aden"
"1972",2017-07-17,10607,24,0.2,13.8,"Al Bayda"
"1973",2017-07-17,10360,31,0.3,16.9,"Abyan"
"1974",2017-07-17,6514,86,1.3,10.3,"Raymah"
"1975",2017-07-17,4545,16,0.4,4.3,"Lahj"
"1976",2017-07-17,2959,13,0.4,4.6,"Al Jawf"
"1977",2017-07-17,1868,4,0.2,5.2,"Marib"
"1978",2017-07-17,751,1,0.1,0.8,"Sa'ada"
"1979",2017-07-17,511,1,0.2,3.1,"Al Maharah"
"1980",2017-07-17,305,1,0.3,0.5,"Shabwah"
"1981",2017-07-16,45701,57,0.1,13.8,"Amanat Al Asimah"
"1982",2017-07-16,42813,206,0.5,12.8,"Al Hudaydah"
"1983",2017-07-16,37647,345,0.9,17,"Hajjah"
"1984",2017-07-16,36116,149,0.4,23.6,"Amran"
"1985",2017-07-16,27098,231,0.9,8.8,"Ibb"
"1986",2017-07-16,25414,113,0.4,20.3,"Sana'a"
"1987",2017-07-16,24656,157,0.6,8.1,"Taizz"
"1988",2017-07-16,24279,119,0.5,11.4,"Dhamar"
"1989",2017-07-16,19659,74,0.4,26.1,"Al Dhale'e"
"1990",2017-07-16,19278,115,0.6,25.3,"Al Mahwit"
"1991",2017-07-16,10665,48,0.5,11.1,"Aden"
"1992",2017-07-16,10606,24,0.2,13.8,"Al Bayda"
"1993",2017-07-16,10001,31,0.3,16.4,"Abyan"
"1994",2017-07-16,6416,85,1.3,10.1,"Raymah"
"1995",2017-07-16,4540,16,0.4,4.3,"Lahj"
"1996",2017-07-16,2869,13,0.5,4.4,"Al Jawf"
"1997",2017-07-16,1783,4,0.2,5,"Marib"
"1998",2017-07-16,696,1,0.1,0.8,"Sa'ada"
"1999",2017-07-16,499,1,0.2,3.1,"Al Maharah"
"2000",2017-07-16,303,1,0.3,0.5,"Shabwah"
"2001",2017-07-15,45227,56,0.1,13.7,"Amanat Al Asimah"
"2002",2017-07-15,41835,204,0.5,12.5,"Al Hudaydah"
"2003",2017-07-15,37018,345,0.9,16.7,"Hajjah"
"2004",2017-07-15,35419,149,0.4,23.2,"Amran"
"2005",2017-07-15,26676,230,0.9,8.7,"Ibb"
"2006",2017-07-15,25212,113,0.4,20.2,"Sana'a"
"2007",2017-07-15,24303,157,0.6,8,"Taizz"
"2008",2017-07-15,23525,118,0.5,11.1,"Dhamar"
"2009",2017-07-15,18963,115,0.6,24.9,"Al Mahwit"
"2010",2017-07-15,18902,73,0.4,25.1,"Al Dhale'e"
"2011",2017-07-15,10518,48,0.5,11,"Aden"
"2012",2017-07-15,10448,24,0.2,13.6,"Al Bayda"
"2013",2017-07-15,9994,31,0.3,16.3,"Abyan"
"2014",2017-07-15,6254,85,1.4,9.9,"Raymah"
"2015",2017-07-15,4540,16,0.4,4.3,"Lahj"
"2016",2017-07-15,2772,13,0.5,4.3,"Al Jawf"
"2017",2017-07-15,1687,4,0.2,4.7,"Marib"
"2018",2017-07-15,679,1,0.1,0.8,"Sa'ada"
"2019",2017-07-15,484,1,0.2,3,"Al Maharah"
"2020",2017-07-15,291,1,0.3,0.4,"Shabwah"
"2021",2017-07-14,44755,56,0.1,13.5,"Amanat Al Asimah"
"2022",2017-07-14,40962,202,0.5,12.2,"Al Hudaydah"
"2023",2017-07-14,36643,345,0.9,16.5,"Hajjah"
"2024",2017-07-14,34994,149,0.4,22.9,"Amran"
"2025",2017-07-14,26583,228,0.9,8.7,"Ibb"
"2026",2017-07-14,24957,111,0.4,20,"Sana'a"
"2027",2017-07-14,23870,155,0.6,7.9,"Taizz"
"2028",2017-07-14,22981,117,0.5,10.8,"Dhamar"
"2029",2017-07-14,18419,72,0.4,24.4,"Al Dhale'e"
"2030",2017-07-14,18243,115,0.6,24,"Al Mahwit"
"2031",2017-07-14,10347,48,0.5,10.8,"Aden"
"2032",2017-07-14,10216,24,0.2,13.3,"Al Bayda"
"2033",2017-07-14,9678,31,0.3,15.8,"Abyan"
"2034",2017-07-14,6120,81,1.3,9.7,"Raymah"
"2035",2017-07-14,4536,16,0.4,4.3,"Lahj"
"2036",2017-07-14,2680,13,0.5,4.1,"Al Jawf"
"2037",2017-07-14,1643,4,0.2,4.6,"Marib"
"2038",2017-07-14,596,1,0.2,0.7,"Sa'ada"
"2039",2017-07-14,462,1,0.2,2.8,"Al Maharah"
"2040",2017-07-14,280,1,0.4,0.4,"Shabwah"
"2041",2017-07-13,44187,56,0.1,13.4,"Amanat Al Asimah"
"2042",2017-07-13,40159,200,0.5,12,"Al Hudaydah"
"2043",2017-07-13,36136,344,1,16.3,"Hajjah"
"2044",2017-07-13,34462,149,0.4,22.5,"Amran"
"2045",2017-07-13,26137,227,0.9,8.5,"Ibb"
"2046",2017-07-13,24846,111,0.4,19.9,"Sana'a"
"2047",2017-07-13,23446,154,0.7,7.7,"Taizz"
"2048",2017-07-13,22223,116,0.5,10.5,"Dhamar"
"2049",2017-07-13,18050,71,0.4,24,"Al Dhale'e"
"2050",2017-07-13,17877,113,0.6,23.5,"Al Mahwit"
"2051",2017-07-13,10209,48,0.5,10.7,"Aden"
"2052",2017-07-13,10117,24,0.2,13.1,"Al Bayda"
"2053",2017-07-13,9139,30,0.3,15,"Abyan"
"2054",2017-07-13,6027,80,1.3,9.5,"Raymah"
"2055",2017-07-13,4108,16,0.4,3.9,"Lahj"
"2056",2017-07-13,2573,13,0.5,4,"Al Jawf"
"2057",2017-07-13,1642,4,0.2,4.6,"Marib"
"2058",2017-07-13,596,1,0.2,0.7,"Sa'ada"
"2059",2017-07-13,445,1,0.2,2.7,"Al Maharah"
"2060",2017-07-13,275,1,0.4,0.4,"Shabwah"
"2061",2017-07-12,43578,56,0.1,13.2,"Amanat Al Asimah"
"2062",2017-07-12,39445,199,0.5,11.8,"Al Hudaydah"
"2063",2017-07-12,35336,338,1,15.9,"Hajjah"
"2064",2017-07-12,33861,149,0.4,22.1,"Amran"
"2065",2017-07-12,25723,227,0.9,8.4,"Ibb"
"2066",2017-07-12,24665,111,0.5,19.7,"Sana'a"
"2067",2017-07-12,22905,150,0.7,7.6,"Taizz"
"2068",2017-07-12,21429,114,0.5,10.1,"Dhamar"
"2069",2017-07-12,18047,71,0.4,24,"Al Dhale'e"
"2070",2017-07-12,16922,111,0.7,22.2,"Al Mahwit"
"2071",2017-07-12,10009,48,0.5,10.5,"Aden"
"2072",2017-07-12,9936,24,0.2,12.9,"Al Bayda"
"2073",2017-07-12,8855,29,0.3,14.5,"Abyan"
"2074",2017-07-12,5964,80,1.3,9.4,"Raymah"
"2075",2017-07-12,4103,16,0.4,3.9,"Lahj"
"2076",2017-07-12,2546,13,0.5,3.9,"Al Jawf"
"2077",2017-07-12,1521,4,0.3,4.2,"Marib"
"2078",2017-07-12,566,1,0.2,0.6,"Sa'ada"
"2079",2017-07-12,427,1,0.2,2.6,"Al Maharah"
"2080",2017-07-12,240,1,0.4,0.4,"Shabwah"
"2081",2017-07-11,42765,56,0.1,12.9,"Amanat Al Asimah"
"2082",2017-07-11,38942,199,0.5,11.6,"Al Hudaydah"
"2083",2017-07-11,35310,338,1,15.9,"Hajjah"
"2084",2017-07-11,32625,149,0.5,21.3,"Amran"
"2085",2017-07-11,25433,227,0.9,8.3,"Ibb"
"2086",2017-07-11,24360,111,0.5,19.5,"Sana'a"
"2087",2017-07-11,22903,150,0.7,7.5,"Taizz"
"2088",2017-07-11,20848,114,0.5,9.8,"Dhamar"
"2089",2017-07-11,17622,71,0.4,23.4,"Al Dhale'e"
"2090",2017-07-11,16444,111,0.7,21.6,"Al Mahwit"
"2091",2017-07-11,9810,48,0.5,10.3,"Aden"
"2092",2017-07-11,9385,24,0.3,12.2,"Al Bayda"
"2093",2017-07-11,8602,28,0.3,14.1,"Abyan"
"2094",2017-07-11,5870,80,1.4,9.3,"Raymah"
"2095",2017-07-11,4097,16,0.4,3.9,"Lahj"
"2096",2017-07-11,2473,13,0.5,3.8,"Al Jawf"
"2097",2017-07-11,1521,4,0.3,4.2,"Marib"
"2098",2017-07-11,534,1,0.2,0.6,"Sa'ada"
"2099",2017-07-11,411,1,0.2,2.5,"Al Maharah"
"2100",2017-07-11,240,1,0.4,0.4,"Shabwah"
"2101",2017-07-10,42142,56,0.1,12.7,"Amanat Al Asimah"
"2102",2017-07-10,38566,199,0.5,11.5,"Al Hudaydah"
"2103",2017-07-10,34249,335,1,15.4,"Hajjah"
"2104",2017-07-10,32611,149,0.5,21.3,"Amran"
"2105",2017-07-10,24834,225,0.9,8.1,"Ibb"
"2106",2017-07-10,23971,110,0.5,19.2,"Sana'a"
"2107",2017-07-10,22466,150,0.7,7.4,"Taizz"
"2108",2017-07-10,20135,114,0.6,9.5,"Dhamar"
"2109",2017-07-10,16624,71,0.4,22.1,"Al Dhale'e"
"2110",2017-07-10,15819,108,0.7,20.8,"Al Mahwit"
"2111",2017-07-10,9618,48,0.5,10.1,"Aden"
"2112",2017-07-10,9383,24,0.3,12.2,"Al Bayda"
"2113",2017-07-10,8270,27,0.3,13.5,"Abyan"
"2114",2017-07-10,5786,80,1.4,9.1,"Raymah"
"2115",2017-07-10,4090,16,0.4,3.9,"Lahj"
"2116",2017-07-10,2375,13,0.5,3.7,"Al Jawf"
"2117",2017-07-10,1454,4,0.3,4,"Marib"
"2118",2017-07-10,517,1,0.2,0.6,"Sa'ada"
"2119",2017-07-10,400,1,0.2,2.5,"Al Maharah"
"2120",2017-07-10,224,1,0.4,0.3,"Shabwah"
"2121",2017-07-07,40840,54,0.1,12.3,"Amanat Al Asimah"
"2122",2017-07-07,36379,196,0.5,10.9,"Al Hudaydah"
"2123",2017-07-07,31907,325,1,14.4,"Hajjah"
"2124",2017-07-07,31424,147,0.5,20.5,"Amran"
"2125",2017-07-07,23261,110,0.5,18.6,"Sana'a"
"2126",2017-07-07,23129,225,1,7.5,"Ibb"
"2127",2017-07-07,21836,146,0.7,7.2,"Taizz"
"2128",2017-07-07,18840,113,0.6,8.9,"Dhamar"
"2129",2017-07-07,15166,70,0.5,20.1,"Al Dhale'e"
"2130",2017-07-07,14921,108,0.7,19.6,"Al Mahwit"
"2131",2017-07-07,9028,24,0.3,11.7,"Al Bayda"
