"","Date","Cases","Deaths","case_fatality","attack_rate","COD"
"1262",2017-09-01,36036,136,0.4,49.35,"Al Mahwit"
"1263",2017-09-01,34778,79,0.2,47.544,"Al Dhale'e"
"1264",2017-09-01,21586,35,0.2,37.815,"Abyan"
"1265",2017-09-01,65176,383,0.6,27.976,"Hajjah"
"1266",2017-09-01,51891,145,0.3,25.787,"Dhamar"
"1267",2017-09-01,18177,27,0.1,23.936,"Al Bayda"
"1268",2017-09-01,66675,64,0.1,23.578,"Amanat Al Asimah"
"1269",2017-09-01,74657,239,0.3,23.055,"Al Hudaydah"
"1270",2017-09-01,31281,122,0.4,21.275,"Sana'a"
"1271",2017-09-01,15955,59,0.4,17.286,"Aden"
"1272",2017-09-01,10348,106,1,17.054,"Raymah"
"1273",2017-09-01,14911,20,0.1,14.78,"Lahj"
"1274",2017-09-01,42188,259,0.6,14.266,"Ibb"
"1275",2017-09-01,7882,19,0.2,13.623,"Al Jawf"
"1276",2017-09-01,37309,175,0.5,12.443,"Taizz"
"1277",2017-09-01,3622,7,0.2,10.102,"Marib"
"1278",2017-09-01,1121,1,0.1,7.312,"Al Maharah"
"1279",2017-09-01,2802,5,0.2,3.074,"Sa'ada"
"1280",2017-09-01,727,1,0.1,1.143,"Shabwah"
"1281",2017-08-31,60986,159,0.3,52.549,"Amran"
"1282",2017-08-31,35964,136,0.4,49.252,"Al Mahwit"
"1283",2017-08-31,34616,78,0.2,47.322,"Al Dhale'e"
"1284",2017-08-31,21328,35,0.2,37.363,"Abyan"
"1285",2017-08-31,64832,383,0.6,27.828,"Hajjah"
"1286",2017-08-31,51556,145,0.3,25.621,"Dhamar"
"1287",2017-08-31,18070,27,0.1,23.795,"Al Bayda"
"1288",2017-08-31,66523,64,0.1,23.524,"Amanat Al Asimah"
"1289",2017-08-31,74102,239,0.3,22.884,"Al Hudaydah"
"1290",2017-08-31,31204,122,0.4,21.222,"Sana'a"
"1291",2017-08-31,15883,59,0.4,17.208,"Aden"
"1292",2017-08-31,10239,106,1,16.874,"Raymah"
"1293",2017-08-31,14731,20,0.1,14.602,"Lahj"
"1294",2017-08-31,41932,257,0.6,14.18,"Ibb"
"1295",2017-08-31,7713,18,0.2,13.331,"Al Jawf"
"1296",2017-08-31,37214,175,0.5,12.412,"Taizz"
"1297",2017-08-31,3620,7,0.2,10.096,"Marib"
"1298",2017-08-31,1119,1,0.1,7.299,"Al Maharah"
"1299",2017-08-31,2802,5,0.2,3.074,"Sa'ada"
"1300",2017-08-31,727,1,0.1,1.143,"Shabwah"
"1301",2017-08-30,60571,159,0.3,52.191,"Amran"
"1302",2017-08-30,35377,135,0.4,48.448,"Al Mahwit"
"1303",2017-08-30,34410,78,0.2,47.041,"Al Dhale'e"
"1304",2017-08-30,21327,35,0.2,37.361,"Abyan"
"1305",2017-08-30,64526,383,0.6,27.697,"Hajjah"
"1306",2017-08-30,51041,144,0.3,25.365,"Dhamar"
"1307",2017-08-30,17974,27,0.2,23.669,"Al Bayda"
"1308",2017-08-30,66070,64,0.1,23.364,"Amanat Al Asimah"
"1309",2017-08-30,73267,238,0.3,22.626,"Al Hudaydah"
"1310",2017-08-30,31105,122,0.4,21.155,"Sana'a"
"1311",2017-08-30,15802,59,0.4,17.12,"Aden"
"1312",2017-08-30,10174,106,1,16.767,"Raymah"
"1313",2017-08-30,14569,20,0.1,14.441,"Lahj"
"1314",2017-08-30,41610,257,0.6,14.071,"Ibb"
"1315",2017-08-30,7712,18,0.2,13.329,"Al Jawf"
"1316",2017-08-30,37145,175,0.5,12.389,"Taizz"
"1317",2017-08-30,3620,7,0.2,10.096,"Marib"
"1318",2017-08-30,1109,1,0.1,7.234,"Al Maharah"
"1319",2017-08-30,2775,5,0.2,3.045,"Sa'ada"
"1320",2017-08-30,707,1,0.1,1.112,"Shabwah"
"1321",2017-08-29,60033,158,0.3,51.728,"Amran"
"1322",2017-08-29,35048,135,0.4,47.997,"Al Mahwit"
"1323",2017-08-29,34104,78,0.2,46.622,"Al Dhale'e"
"1324",2017-08-29,21164,35,0.2,37.076,"Abyan"
"1325",2017-08-29,63051,382,0.6,27.064,"Hajjah"
"1326",2017-08-29,50495,144,0.3,25.094,"Dhamar"
"1327",2017-08-29,17824,27,0.2,23.472,"Al Bayda"
"1328",2017-08-29,65878,64,0.1,23.296,"Amanat Al Asimah"
"1329",2017-08-29,72565,238,0.3,22.409,"Al Hudaydah"
"1330",2017-08-29,30982,122,0.4,21.071,"Sana'a"
"1331",2017-08-29,15704,59,0.4,17.014,"Aden"
"1332",2017-08-29,10172,106,1,16.764,"Raymah"
"1333",2017-08-29,14366,20,0.1,14.24,"Lahj"
"1334",2017-08-29,41223,257,0.6,13.94,"Ibb"
"1335",2017-08-29,7610,18,0.2,13.153,"Al Jawf"
"1336",2017-08-29,36938,175,0.5,12.32,"Taizz"
"1337",2017-08-29,3620,7,0.2,10.096,"Marib"
"1338",2017-08-29,1109,1,0.1,7.234,"Al Maharah"
"1339",2017-08-29,2728,5,0.2,2.993,"Sa'ada"
"1340",2017-08-29,707,1,0.1,1.112,"Shabwah"
"1341",2017-08-28,59561,157,0.3,51.321,"Amran"
"1342",2017-08-28,34763,135,0.4,47.607,"Al Mahwit"
"1343",2017-08-28,33810,78,0.2,46.22,"Al Dhale'e"
"1344",2017-08-28,20976,35,0.2,36.746,"Abyan"
"1345",2017-08-28,62623,382,0.6,26.88,"Hajjah"
"1346",2017-08-28,49987,144,0.3,24.841,"Dhamar"
"1347",2017-08-28,17629,27,0.2,23.215,"Al Bayda"
"1348",2017-08-28,65609,64,0.1,23.201,"Amanat Al Asimah"
"1349",2017-08-28,71836,238,0.3,22.184,"Al Hudaydah"
"1350",2017-08-28,30865,122,0.4,20.992,"Sana'a"
"1351",2017-08-28,15608,59,0.4,16.91,"Aden"
"1352",2017-08-28,10109,106,1,16.66,"Raymah"
"1353",2017-08-28,14150,20,0.1,14.026,"Lahj"
"1354",2017-08-28,40828,256,0.6,13.807,"Ibb"
"1355",2017-08-28,7485,18,0.2,12.937,"Al Jawf"
"1356",2017-08-28,36710,175,0.5,12.244,"Taizz"
"1357",2017-08-28,3579,4,0.1,9.982,"Marib"
"1358",2017-08-28,1104,1,0.1,7.201,"Al Maharah"
"1359",2017-08-28,2690,5,0.2,2.951,"Sa'ada"
"1360",2017-08-28,705,1,0.1,1.108,"Shabwah"
"1361",2017-08-27,59000,157,0.3,50.838,"Amran"
"1362",2017-08-27,34403,135,0.4,47.114,"Al Mahwit"
"1363",2017-08-27,33493,78,0.2,45.787,"Al Dhale'e"
"1364",2017-08-27,20771,35,0.2,36.387,"Abyan"
"1365",2017-08-27,62081,382,0.6,26.647,"Hajjah"
"1366",2017-08-27,49420,144,0.3,24.559,"Dhamar"
"1367",2017-08-27,65399,64,0.1,23.127,"Amanat Al Asimah"
"1368",2017-08-27,17442,27,0.2,22.968,"Al Bayda"
"1369",2017-08-27,70897,238,0.3,21.894,"Al Hudaydah"
"1370",2017-08-27,30748,122,0.4,20.912,"Sana'a"
"1371",2017-08-27,15513,59,0.4,16.807,"Aden"
"1372",2017-08-27,10038,106,1.1,16.543,"Raymah"
"1373",2017-08-27,13851,20,0.1,13.729,"Lahj"
"1374",2017-08-27,40474,253,0.6,13.687,"Ibb"
"1375",2017-08-27,7368,18,0.2,12.735,"Al Jawf"
"1376",2017-08-27,36409,175,0.5,12.143,"Taizz"
"1377",2017-08-27,3337,4,0.1,9.307,"Marib"
"1378",2017-08-27,1091,1,0.1,7.116,"Al Maharah"
"1379",2017-08-27,2646,5,0.2,2.903,"Sa'ada"
"1380",2017-08-27,678,1,0.1,1.066,"Shabwah"
"1381",2017-08-26,58473,156,0.3,50.383,"Amran"
"1382",2017-08-26,34246,134,0.4,46.899,"Al Mahwit"
"1383",2017-08-26,33181,78,0.2,45.36,"Al Dhale'e"
"1384",2017-08-26,20550,35,0.2,36,"Abyan"
"1385",2017-08-26,60933,382,0.6,26.154,"Hajjah"
"1386",2017-08-26,48781,143,0.3,24.242,"Dhamar"
"1387",2017-08-26,65111,64,0.1,23.025,"Amanat Al Asimah"
"1388",2017-08-26,17272,27,0.2,22.745,"Al Bayda"
"1389",2017-08-26,70028,237,0.3,21.626,"Al Hudaydah"
"1390",2017-08-26,30644,122,0.4,20.841,"Sana'a"
"1391",2017-08-26,15239,59,0.4,16.51,"Aden"
"1392",2017-08-26,9957,106,1.1,16.41,"Raymah"
"1393",2017-08-26,40111,253,0.6,13.564,"Ibb"
"1394",2017-08-26,13416,19,0.1,13.298,"Lahj"
"1395",2017-08-26,7207,18,0.2,12.456,"Al Jawf"
"1396",2017-08-26,36031,175,0.5,12.017,"Taizz"
"1397",2017-08-26,3336,4,0.1,9.304,"Marib"
"1398",2017-08-26,1081,1,0.1,7.051,"Al Maharah"
"1399",2017-08-26,2598,5,0.2,2.85,"Sa'ada"
"1400",2017-08-26,655,1,0.2,1.03,"Shabwah"
"1401",2017-08-24,33905,133,0.4,44.569,"Al Mahwit"
"1402",2017-08-24,32684,78,0.2,43.384,"Al Dhale'e"
"1403",2017-08-24,57345,156,0.3,37.484,"Amran"
"1404",2017-08-24,19971,35,0.2,32.67,"Abyan"
"1405",2017-08-24,30455,122,0.4,24.348,"Sana'a"
"1406",2017-08-24,60025,382,0.6,24.256,"Hajjah"
"1407",2017-08-24,47544,142,0.3,22.416,"Dhamar"
"1408",2017-08-24,17006,27,0.2,22.081,"Al Bayda"
"1409",2017-08-24,68472,237,0.3,20.467,"Al Hudaydah"
"1410",2017-08-24,64786,64,0.1,19.582,"Amanat Al Asimah"
"1411",2017-08-24,15130,59,0.4,15.815,"Aden"
"1412",2017-08-24,9810,106,1.1,15.479,"Raymah"
"1413",2017-08-24,39337,253,0.6,12.833,"Ibb"
"1414",2017-08-24,13148,19,0.1,12.492,"Lahj"
"1415",2017-08-24,35483,175,0.5,11.598,"Taizz"
"1416",2017-08-24,6975,18,0.3,10.751,"Al Jawf"
"1417",2017-08-24,3336,4,0.1,9.277,"Marib"
"1418",2017-08-24,1066,1,0.1,6.565,"Al Maharah"
"1419",2017-08-24,2508,5,0.2,2.817,"Sa'ada"
"1420",2017-08-24,647,1,0.2,1,"Shabwah"
"1421",2017-08-23,33531,133,0.4,44.078,"Al Mahwit"
"1422",2017-08-23,32387,78,0.2,42.99,"Al Dhale'e"
"1423",2017-08-23,57054,155,0.3,37.294,"Amran"
"1424",2017-08-23,19733,35,0.2,32.28,"Abyan"
"1425",2017-08-23,30321,122,0.4,24.241,"Sana'a"
"1426",2017-08-23,59744,382,0.6,24.142,"Hajjah"
"1427",2017-08-23,46844,142,0.3,22.086,"Dhamar"
"1428",2017-08-23,16777,27,0.2,21.784,"Al Bayda"
"1429",2017-08-23,67362,237,0.4,20.135,"Al Hudaydah"
"1430",2017-08-23,64174,64,0.1,19.397,"Amanat Al Asimah"
"1431",2017-08-23,15020,59,0.4,15.7,"Aden"
"1432",2017-08-23,9738,105,1.1,15.365,"Raymah"
"1433",2017-08-23,38875,253,0.7,12.683,"Ibb"
"1434",2017-08-23,12897,19,0.1,12.253,"Lahj"
"1435",2017-08-23,35255,175,0.5,11.523,"Taizz"
"1436",2017-08-23,6818,18,0.3,10.509,"Al Jawf"
"1437",2017-08-23,3336,4,0.1,9.277,"Marib"
"1438",2017-08-23,1056,1,0.1,6.503,"Al Maharah"
"1439",2017-08-23,2461,5,0.2,2.764,"Sa'ada"
"1440",2017-08-23,647,1,0.2,1,"Shabwah"
"1441",2017-08-22,19535,35,0.2,31.956,"Abyan"
"1442",2017-08-22,14905,59,0.4,15.58,"Aden"
"1443",2017-08-22,16553,27,0.2,21.493,"Al Bayda"
"1444",2017-08-22,32071,78,0.2,42.571,"Al Dhale'e"
"1445",2017-08-22,66536,237,0.4,19.888,"Al Hudaydah"
"1446",2017-08-22,6718,18,0.3,10.355,"Al Jawf"
"1447",2017-08-22,1048,1,0.1,6.454,"Al Maharah"
"1448",2017-08-22,32884,132,0.4,43.227,"Al Mahwit"
"1449",2017-08-22,63840,64,0.1,19.296,"Amanat Al Asimah"
"1450",2017-08-22,56510,155,0.3,36.939,"Amran"
"1451",2017-08-22,46344,142,0.3,21.85,"Dhamar"
"1452",2017-08-22,58939,381,0.6,23.817,"Hajjah"
"1453",2017-08-22,38598,253,0.7,12.592,"Ibb"
"1454",2017-08-22,12640,18,0.1,12.009,"Lahj"
"1455",2017-08-22,3336,4,0.1,9.277,"Marib"
"1456",2017-08-22,9652,105,1.1,15.23,"Raymah"
"1457",2017-08-22,2359,5,0.2,2.65,"Sa'ada"
"1458",2017-08-22,30187,122,0.4,24.134,"Sana'a"
"1459",2017-08-22,647,1,0.2,1,"Shabwah"
"1460",2017-08-22,35030,175,0.5,11.45,"Taizz"
"1461",2017-08-21,19103,34,0.2,31.25,"Abyan"
"1462",2017-08-21,14779,56,0.4,15.448,"Aden"
"1463",2017-08-21,16351,26,0.2,21.231,"Al Bayda"
"1464",2017-08-21,31725,77,0.2,42.111,"Al Dhale'e"
"1465",2017-08-21,65568,237,0.4,19.599,"Al Hudaydah"
"1466",2017-08-21,6596,18,0.3,10.167,"Al Jawf"
"1467",2017-08-21,1028,1,0.1,6.331,"Al Maharah"
"1468",2017-08-21,32883,132,0.4,43.226,"Al Mahwit"
"1469",2017-08-21,63480,63,0.1,19.187,"Amanat Al Asimah"
"1470",2017-08-21,55996,154,0.3,36.603,"Amran"
"1471",2017-08-21,45704,142,0.3,21.548,"Dhamar"
"1472",2017-08-21,58490,381,0.7,23.636,"Hajjah"
"1473",2017-08-21,38012,252,0.7,12.401,"Ibb"
"1474",2017-08-21,12150,17,0.1,11.543,"Lahj"
"1475",2017-08-21,3281,4,0.1,9.124,"Marib"
"1476",2017-08-21,9581,105,1.1,15.118,"Raymah"
"1477",2017-08-21,2359,5,0.2,2.65,"Sa'ada"
"1478",2017-08-21,30086,122,0.4,24.053,"Sana'a"
"1479",2017-08-21,646,1,0.2,0.999,"Shabwah"
"1480",2017-08-21,34850,175,0.5,11.391,"Taizz"
"1481",2017-08-20,19102,34,0.2,31.248,"Abyan"
"1482",2017-08-20,14666,53,0.4,15.33,"Aden"
"1483",2017-08-20,16173,26,0.2,21,"Al Bayda"
"1484",2017-08-20,31368,77,0.2,41.637,"Al Dhale'e"
"1485",2017-08-20,64624,237,0.4,19.316,"Al Hudaydah"
"1486",2017-08-20,6439,18,0.3,9.925,"Al Jawf"
"1487",2017-08-20,1021,1,0.1,6.288,"Al Maharah"
"1488",2017-08-20,32674,132,0.4,42.951,"Al Mahwit"
"1489",2017-08-20,62977,63,0.1,19.035,"Amanat Al Asimah"
"1490",2017-08-20,55473,154,0.3,36.261,"Amran"
"1491",2017-08-20,45035,142,0.3,21.233,"Dhamar"
"1492",2017-08-20,57770,381,0.7,23.345,"Hajjah"
"1493",2017-08-20,37813,252,0.7,12.336,"Ibb"
"1494",2017-08-20,11689,17,0.1,11.105,"Lahj"
"1495",2017-08-20,3201,4,0.1,8.902,"Marib"
"1496",2017-08-20,9492,105,1.1,14.977,"Raymah"
"1497",2017-08-20,2313,5,0.2,2.598,"Sa'ada"
"1498",2017-08-20,29992,122,0.4,23.978,"Sana'a"
"1499",2017-08-20,617,1,0.2,0.954,"Shabwah"
"1500",2017-08-20,34728,175,0.5,11.351,"Taizz"
"1501",2017-08-19,18865,34,0.2,30.86,"Abyan"
"1502",2017-08-19,14555,53,0.4,15.214,"Aden"
"1503",2017-08-19,16011,26,0.2,20.789,"Al Bayda"
"1504",2017-08-19,31038,77,0.2,41.199,"Al Dhale'e"
"1505",2017-08-19,63681,237,0.4,19.034,"Al Hudaydah"
"1506",2017-08-19,6345,18,0.3,9.78,"Al Jawf"
"1507",2017-08-19,1021,1,0.1,6.288,"Al Maharah"
"1508",2017-08-19,32357,132,0.4,42.534,"Al Mahwit"
"1509",2017-08-19,62557,62,0.1,18.908,"Amanat Al Asimah"
"1510",2017-08-19,54878,154,0.3,35.872,"Amran"
"1511",2017-08-19,44410,141,0.3,20.938,"Dhamar"
"1512",2017-08-19,57382,381,0.7,23.188,"Hajjah"
"1513",2017-08-19,37510,252,0.7,12.237,"Ibb"
"1514",2017-08-19,11688,17,0.1,11.105,"Lahj"
"1515",2017-08-19,3159,4,0.1,8.785,"Marib"
"1516",2017-08-19,9386,105,1.1,14.81,"Raymah"
"1517",2017-08-19,2210,5,0.2,2.482,"Sa'ada"
"1518",2017-08-19,29868,122,0.4,23.879,"Sana'a"
"1519",2017-08-19,616,1,0.2,0.953,"Shabwah"
"1520",2017-08-19,34616,175,0.5,11.315,"Taizz"
"1521",2017-08-18,18634,34,0.2,30.482,"Abyan"
"1522",2017-08-18,14479,52,0.4,15.135,"Aden"
"1523",2017-08-18,15832,26,0.2,20.557,"Al Bayda"
"1524",2017-08-18,30783,77,0.3,40.861,"Al Dhale'e"
"1525",2017-08-18,62873,237,0.4,18.793,"Al Hudaydah"
"1526",2017-08-18,6183,18,0.3,9.531,"Al Jawf"
"1527",2017-08-18,995,1,0.1,6.127,"Al Maharah"
"1528",2017-08-18,32054,132,0.4,42.136,"Al Mahwit"
"1529",2017-08-18,62367,62,0.1,18.851,"Amanat Al Asimah"
"1530",2017-08-18,54380,154,0.3,35.546,"Amran"
"1531",2017-08-18,43714,141,0.3,20.61,"Dhamar"
"1532",2017-08-18,56652,381,0.7,22.893,"Hajjah"
"1533",2017-08-18,37347,252,0.7,12.184,"Ibb"
"1534",2017-08-18,11686,17,0.1,11.103,"Lahj"
"1535",2017-08-18,3128,4,0.1,8.699,"Marib"
"1536",2017-08-18,9278,105,1.1,14.64,"Raymah"
"1537",2017-08-18,2210,5,0.2,2.482,"Sa'ada"
"1538",2017-08-18,29699,122,0.4,23.744,"Sana'a"
"1539",2017-08-18,614,1,0.2,0.949,"Shabwah"
"1540",2017-08-18,34417,175,0.5,11.25,"Taizz"
"1541",2017-08-17,18469,34,0.2,30.213,"Abyan"
"1542",2017-08-17,14414,52,0.4,15.067,"Aden"
"1543",2017-08-17,15744,26,0.2,20.443,"Al Bayda"
"1544",2017-08-17,29755,77,0.3,39.496,"Al Dhale'e"
"1545",2017-08-17,62190,235,0.4,18.589,"Al Hudaydah"
"1546",2017-08-17,6091,18,0.3,9.389,"Al Jawf"
"1547",2017-08-17,995,1,0.1,6.127,"Al Maharah"
"1548",2017-08-17,31739,131,0.4,41.722,"Al Mahwit"
"1549",2017-08-17,62193,62,0.1,18.798,"Amanat Al Asimah"
"1550",2017-08-17,53940,154,0.3,35.259,"Amran"
"1551",2017-08-17,43177,140,0.3,20.357,"Dhamar"
"1552",2017-08-17,55866,380,0.7,22.575,"Hajjah"
"1553",2017-08-17,37237,252,0.7,12.148,"Ibb"
"1554",2017-08-17,11457,17,0.1,10.885,"Lahj"
"1555",2017-08-17,3098,4,0.1,8.615,"Marib"
"1556",2017-08-17,9201,104,1.1,14.518,"Raymah"
"1557",2017-08-17,2164,5,0.2,2.431,"Sa'ada"
"1558",2017-08-17,29688,122,0.4,23.735,"Sana'a"
"1559",2017-08-17,584,1,0.2,0.903,"Shabwah"
"1560",2017-08-17,34215,175,0.5,11.184,"Taizz"
"1561",2017-08-16,18257,34,0.2,29.866,"Abyan"
"1562",2017-08-16,14330,52,0.4,14.979,"Aden"
"1563",2017-08-16,15644,26,0.2,20.313,"Al Bayda"
"1564",2017-08-16,29755,77,0.3,39.496,"Al Dhale'e"
"1565",2017-08-16,61550,235,0.4,18.398,"Al Hudaydah"
"1566",2017-08-16,5980,18,0.3,9.218,"Al Jawf"
"1567",2017-08-16,975,1,0.1,6.004,"Al Maharah"
"1568",2017-08-16,31447,131,0.4,41.338,"Al Mahwit"
"1569",2017-08-16,61771,62,0.1,18.671,"Amanat Al Asimah"
"1570",2017-08-16,53430,153,0.3,34.925,"Amran"
"1571",2017-08-16,43170,140,0.3,20.353,"Dhamar"
"1572",2017-08-16,55131,378,0.7,22.278,"Hajjah"
"1573",2017-08-16,37054,251,0.7,12.088,"Ibb"
"1574",2017-08-16,11230,17,0.2,10.669,"Lahj"
"1575",2017-08-16,3049,4,0.1,8.479,"Marib"
"1576",2017-08-16,9062,104,1.1,14.299,"Raymah"
"1577",2017-08-16,2111,5,0.2,2.371,"Sa'ada"
"1578",2017-08-16,29474,122,0.4,23.564,"Sana'a"
"1579",2017-08-16,584,1,0.2,0.903,"Shabwah"
"1580",2017-08-16,33908,175,0.5,11.083,"Taizz"
"1581",2017-08-15,18055,33,0.2,29.535,"Abyan"
"1582",2017-08-15,14234,52,0.4,14.879,"Aden"
"1583",2017-08-15,15289,26,0.2,19.852,"Al Bayda"
"1584",2017-08-15,29755,77,0.3,39.496,"Al Dhale'e"
"1585",2017-08-15,61046,235,0.4,18.247,"Al Hudaydah"
"1586",2017-08-15,5850,18,0.3,9.017,"Al Jawf"
"1587",2017-08-15,964,1,0.1,5.937,"Al Maharah"
"1588",2017-08-15,31178,131,0.4,40.985,"Al Mahwit"
"1589",2017-08-15,61384,62,0.1,18.554,"Amanat Al Asimah"
"1590",2017-08-15,52904,153,0.3,34.582,"Amran"
"1591",2017-08-15,42639,140,0.3,20.103,"Dhamar"
"1592",2017-08-15,54488,378,0.7,22.018,"Hajjah"
"1593",2017-08-15,36864,250,0.7,12.027,"Ibb"
"1594",2017-08-15,10982,17,0.2,10.434,"Lahj"
"1595",2017-08-15,3021,4,0.1,8.401,"Marib"
"1596",2017-08-15,8967,103,1.1,14.149,"Raymah"
"1597",2017-08-15,2024,5,0.2,2.273,"Sa'ada"
"1598",2017-08-15,29349,122,0.4,23.464,"Sana'a"
"1599",2017-08-15,583,1,0.2,0.902,"Shabwah"
"1600",2017-08-15,33707,175,0.5,11.017,"Taizz"
"1601",2017-08-13,17575,33,0.2,28.75,"Abyan"
"1602",2017-08-13,14040,52,0.4,14.68,"Aden"
"1603",2017-08-13,15141,26,0.2,19.66,"Al Bayda"
"1604",2017-08-13,29063,77,0.3,38.58,"Al Dhale'e"
"1605",2017-08-13,60145,235,0.4,17.98,"Al Hudaydah"
"1606",2017-08-13,5606,18,0.3,8.64,"Al Jawf"
"1607",2017-08-13,943,1,0.1,5.81,"Al Maharah"
"1608",2017-08-13,30888,131,0.4,40.6,"Al Mahwit"
"1609",2017-08-13,60100,61,0.1,18.17,"Amanat Al Asimah"
"1610",2017-08-13,51827,153,0.3,33.88,"Amran"
"1611",2017-08-13,41415,140,0.3,19.53,"Dhamar"
"1612",2017-08-13,53134,378,0.7,21.47,"Hajjah"
"1613",2017-08-13,36378,245,0.7,11.87,"Ibb"
"1614",2017-08-13,10475,17,0.2,9.95,"Lahj"
"1615",2017-08-13,2923,4,0.1,8.13,"Marib"
"1616",2017-08-13,8778,101,1.2,13.85,"Raymah"
"1617",2017-08-13,1939,5,0.3,2.18,"Sa'ada"
"1618",2017-08-13,29234,122,0.4,23.37,"Sana'a"
"1619",2017-08-13,519,1,0.2,0.8,"Shabwah"
"1620",2017-08-13,33236,174,0.5,10.86,"Taizz"
"1621",2017-08-06,28632,131,0.5,37.638,"Al Mahwit"
"1622",2017-08-06,27294,77,0.3,36.23,"Al Dhale'e"
"1623",2017-08-06,48509,151,0.3,31.709,"Amran"
"1624",2017-08-06,16195,33,0.2,26.493,"Abyan"
"1625",2017-08-06,28505,119,0.4,22.789,"Sana'a"
"1626",2017-08-06,49977,374,0.7,20.196,"Hajjah"
"1627",2017-08-06,14202,26,0.2,18.441,"Al Bayda"
"1628",2017-08-06,37399,134,0.4,17.633,"Dhamar"
"1629",2017-08-06,57751,61,0.1,17.455,"Amanat Al Asimah"
"1630",2017-08-06,57268,234,0.4,17.118,"Al Hudaydah"
"1631",2017-08-06,13554,52,0.4,14.168,"Aden"
"1632",2017-08-06,8283,99,1.2,13.07,"Raymah"
"1633",2017-08-06,34725,245,0.7,11.329,"Ibb"
"1634",2017-08-06,31856,170,0.5,10.412,"Taizz"
"1635",2017-08-06,9009,17,0.2,8.559,"Lahj"
"1636",2017-08-06,4915,18,0.4,7.576,"Al Jawf"
"1637",2017-08-06,2689,4,0.1,7.478,"Marib"
"1638",2017-08-06,826,1,0.1,5.087,"Al Maharah"
"1639",2017-08-06,1526,5,0.3,1.714,"Sa'ada"
"1640",2017-08-06,496,1,0.2,0.767,"Shabwah"
"1641",2017-08-03,55563,61,0.1,16.8,"Amanat Al Asimah"
"1642",2017-08-03,55409,232,0.4,16.6,"Al Hudaydah"
"1643",2017-08-03,47389,366,0.8,21.3,"Hajjah"
"1644",2017-08-03,46133,151,0.3,30.2,"Amran"
"1645",2017-08-03,35383,133,0.4,16.7,"Dhamar"
"1646",2017-08-03,33562,243,0.7,10.9,"Ibb"
"1647",2017-08-03,31222,170,0.5,10.3,"Taizz"
"1648",2017-08-03,28000,118,0.4,22.4,"Sana'a"
"1649",2017-08-03,27171,128,0.5,35.7,"Al Mahwit"
"1650",2017-08-03,25581,76,0.3,34,"Al Dhale'e"
"1651",2017-08-03,15220,33,0.2,24.9,"Abyan"
"1652",2017-08-03,13512,26,0.2,17.5,"Al Bayda"
"1653",2017-08-03,13239,52,0.4,13.8,"Aden"
"1654",2017-08-03,8090,17,0.2,7.7,"Lahj"
"1655",2017-08-03,7983,95,1.2,12.6,"Raymah"
"1656",2017-08-03,4507,17,0.4,6.9,"Al Jawf"
"1657",2017-08-03,2598,4,0.2,7.2,"Marib"
"1658",2017-08-03,1354,5,0.4,1.5,"Sa'ada"
"1659",2017-08-03,755,1,0.1,4.6,"Al Maharah"
"1660",2017-08-03,439,1,0.2,0.7,"Shabwah"
"1661",2017-08-01,54651,60,0.1,16.5,"Amanat Al Asimah"
"1662",2017-08-01,54486,231,0.4,16.3,"Al Hudaydah"
"1663",2017-08-01,46354,362,0.8,20.9,"Hajjah"
"1664",2017-08-01,45040,151,0.3,29.4,"Amran"
"1665",2017-08-01,34230,132,0.4,16.1,"Dhamar"
"1666",2017-08-01,32930,242,0.7,10.7,"Ibb"
"1667",2017-08-01,30485,170,0.6,10,"Taizz"
"1668",2017-08-01,27718,117,0.4,22.2,"Sana'a"
"1669",2017-08-01,26446,128,0.5,34.8,"Al Mahwit"
"1670",2017-08-01,25220,76,0.3,33.5,"Al Dhale'e"
"1671",2017-08-01,14737,33,0.2,24.1,"Abyan"
"1672",2017-08-01,13115,52,0.4,13.7,"Aden"
"1673",2017-08-01,13050,26,0.2,16.9,"Al Bayda"
"1674",2017-08-01,7846,95,1.2,12.4,"Raymah"
"1675",2017-08-01,7605,17,0.2,7.2,"Lahj"
"1676",2017-08-01,4310,17,0.4,6.6,"Al Jawf"
"1677",2017-08-01,2498,4,0.2,6.9,"Marib"
"1678",2017-08-01,1230,5,0.4,1.4,"Sa'ada"
"1679",2017-08-01,731,1,0.1,4.5,"Al Maharah"
"1680",2017-08-01,435,1,0.2,0.7,"Shabwah"
"1681",2017-07-31,53975,60,0.1,16.3,"Amanat Al Asimah"
"1682",2017-07-31,53803,231,0.4,16.1,"Al Hudaydah"
"1683",2017-07-31,45346,359,0.8,20.4,"Hajjah"
"1684",2017-07-31,44457,150,0.3,29.1,"Amran"
"1685",2017-07-31,33647,132,0.4,15.9,"Dhamar"
"1686",2017-07-31,32605,242,0.7,10.6,"Ibb"
"1687",2017-07-31,30218,170,0.6,10,"Taizz"
"1688",2017-07-31,27613,117,0.4,22.1,"Sana'a"
"1689",2017-07-31,25809,128,0.5,33.9,"Al Mahwit"
"1690",2017-07-31,24849,76,0.3,33,"Al Dhale'e"
"1691",2017-07-31,14474,33,0.2,23.7,"Abyan"
"1692",2017-07-31,13022,52,0.4,13.6,"Aden"
"1693",2017-07-31,12872,26,0.2,16.7,"Al Bayda"
"1694",2017-07-31,7758,95,1.2,12.2,"Raymah"
"1695",2017-07-31,7124,17,0.2,6.8,"Lahj"
